hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids
HGNC:12107	TRAV12-3	T cell receptor alpha variable 12-3	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TRAV123|TCRAV2S2|TCRAV12S3"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28672	ENSG00000211794	OTTHUMG00000170640	uc058zdw.1	X06193	NG_001332			"3501368|8951372"		RGD:1564212												TRAV12-3								
HGNC:12108	TRAV13-1	T cell receptor alpha variable 13-1	other	T cell receptor gene	Approved	14q11.2	14q11.2					T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28671	ENSG00000211788	OTTHUMG00000168993	uc058zds.1	AE000659	NG_001332			8188290														TRAV13-1								
HGNC:12109	TRAV13-2	T cell receptor alpha variable 13-2	other	T cell receptor gene	Approved	14q11.2	14q11.2					T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28670	ENSG00000211791	OTTHUMG00000168997	uc058zdv.1	AE000659	NG_001332			8188290		RGD:2322894												TRAV13-2								
HGNC:12110	TRAV14DV4	T cell receptor alpha variable 14/delta variable 4	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TRAV14/DV4|TCRAV6S1-hDV104S1|hADV14S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28669	ENSG00000211792	OTTHUMG00000168998	uc032atk.2	M21626	NG_001332			2456576														TRAV14/DV4								
HGNC:12112	TRAV16	T cell receptor alpha variable 16	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TCRAV16S1|TCRAV9S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28667	ENSG00000211796	OTTHUMG00000170642	uc058zdy.1	AE000659	NG_001332			8188290														TRAV16								
HGNC:12113	TRAV17	T cell receptor alpha variable 17	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TCRAV17S1|TCRAV3S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28666	ENSG00000211797	OTTHUMG00000170643	uc058zdz.1	AE000660	NG_001332			"8188290|8662074"														TRAV17								
HGNC:12114	TRAV18	T cell receptor alpha variable 18	other	T cell receptor gene	Approved	14q11.2	14q11.2	TCRAV18S1				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28665	ENSG00000211798	OTTHUMG00000170644	uc058zea.1	AE000660	NG_001332			8188290														TRAV18								
HGNC:12115	TRAV19	T cell receptor alpha variable 19	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TCRAV12S1|TCRAV19S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28664	ENSG00000211799	OTTHUMG00000170645	uc058zeb.1	AE000660	NG_001332			8188290														TRAV19								
HGNC:12117	TRAV20	T cell receptor alpha variable 20	other	T cell receptor gene	Approved	14q11.2	14q11.2					T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28663	ENSG00000211800	OTTHUMG00000170647	uc021rpo.3	AE000660	NG_001332			8188290														TRAV20								
HGNC:12118	TRAV21	T cell receptor alpha variable 21	other	T cell receptor gene	Approved	14q11.2	14q11.2					T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28662	ENSG00000211801	OTTHUMG00000170648	uc058zec.1	AE000660	NG_001332			8188290														TRAV21								
HGNC:12119	TRAV22	T cell receptor alpha variable 22	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TCRAV13S1|TCRAV22S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28661	ENSG00000211802	OTTHUMG00000170649	uc001wcy.4	AE000660	NG_001332			8188290		RGD:2323659												TRAV22								
HGNC:12120	TRAV23DV6	T cell receptor alpha variable 23/delta variable 6	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TRAV23/DV6|TCRAV17S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28660	ENSG00000211803	OTTHUMG00000170650	uc058zed.1	AE000660	NG_001332			8188290														TRAV23/DV6								
HGNC:12121	TRAV24	T cell receptor alpha variable 24	other	T cell receptor gene	Approved	14q11.2	14q11.2					T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28659	ENSG00000211805	OTTHUMG00000170652	uc058zeg.1	AE000660	NG_001332			"12594262|8188290"														TRAV24								
HGNC:12122	TRAV25	T cell receptor alpha variable 25	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TCRAV25S1|TCRAV32S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28658	ENSG00000211806	OTTHUMG00000170653	uc010ajh.2	AE000660	NG_001332			8188290														TRAV25								
HGNC:12123	TRAV26-1	T cell receptor alpha variable 26-1	other	T cell receptor gene	Approved	14q11.2	14q11.2					T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28657	ENSG00000211807	OTTHUMG00000170654	uc058zeh.1	AE000660	NG_001332			8188290														TRAV26-1								
HGNC:12124	TRAV26-2	T cell receptor alpha variable 26-2	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TRAV262|TCRAV4S1|TCRAV26S2"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28656	ENSG00000211812	OTTHUMG00000170663	uc058zem.1	AE000660	NG_001332			8188290														TRAV26-2								
HGNC:12125	TRAV27	T cell receptor alpha variable 27	other	T cell receptor gene	Approved	14q11.2	14q11.2					T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28655	ENSG00000211809	OTTHUMG00000170656	uc058zej.1	AE000660	NG_001332			8188290														TRAV27								
HGNC:12127	TRAV29DV5	T cell receptor alpha variable 29/delta variable 5 (gene/pseudogene)	other	T cell receptor gene	Approved	14q11.2	14q11.2	TRAV29/DV5				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28653	ENSG00000211810	OTTHUMG00000170658	uc058zek.1	AE000660	NG_001332			8188290														TRAV29/DV5								
HGNC:12129	TRAV30	T cell receptor alpha variable 30	other	T cell receptor gene	Approved	14q11.2	14q11.2					T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28652	ENSG00000259092	OTTHUMG00000170659	uc058zel.1	AE000660	NG_001332			8188290														TRAV30								
HGNC:12133	TRAV34	T cell receptor alpha variable 34	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TCRAV26S1|TCRAV34S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28648	ENSG00000211813	OTTHUMG00000170664	uc058zen.1	AE000660	NG_001332			8188290														TRAV34								
HGNC:12134	TRAV35	T cell receptor alpha variable 35	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TCRAV25S1|TCRAV35S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28647	ENSG00000211814	OTTHUMG00000170665		AE000660	NG_001332			8188290														TRAV35								
HGNC:12135	TRAV36DV7	T cell receptor alpha variable 36/delta variable 7	other	T cell receptor gene	Approved	14q11.2	14q11.2	TRAV36/DV7				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28646	ENSG00000211815	OTTHUMG00000170666	uc058zeo.1	AE000660	NG_001332			8188290														TRAV36/DV7								
HGNC:12137	TRAV38-1	T cell receptor alpha variable 38-1	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TRAV381|TCRAV14S2|TCRAV38S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28644	ENSG00000211816	OTTHUMG00000170837	uc021rpx.2	AE000661	NG_001332			8188290														TRAV38-1								
HGNC:12138	TRAV38-2DV8	T cell receptor alpha variable 38-2/delta variable 8	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TRAV38-2/DV8|TRAV382DV8|TCRAV14S1|hADV38S2"	T cell receptor alpha/delta variable 38-2/DV8			T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28643	ENSG00000211817	OTTHUMG00000170838	uc032aua.2	AE000661	NG_001332			8188290														TRAV38-2/DV8								
HGNC:12139	TRAV39	T cell receptor alpha variable 39	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TCRAV27S1|TCRAV39S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28642	ENSG00000211818	OTTHUMG00000170839	uc058zer.1	AE000661	NG_001332			8188290														TRAV39								
HGNC:12141	TRAV40	T cell receptor alpha variable 40	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TCRAV31S1|TCRAV40S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28641	ENSG00000211819	OTTHUMG00000170840	uc058zes.1	X73521	NG_001332			8412327														TRAV40								
HGNC:12142	TRAV41	T cell receptor alpha variable 41	other	T cell receptor gene	Approved	14q11.2	14q11.2	"TCRAV19S1|TCRAV41S1"				T cell receptor alpha locus at 14q11.2	371	2000-05-15		2017-12-06	2017-12-06	28640	ENSG00000211820	OTTHUMG00000170841	uc058zet.1	AE000661	NG_001332			8188290														TRAV41								
HGNC:12156	TRBC1	T cell receptor beta constant 1	other	T cell receptor gene	Approved	7q34	07q34	"TCRBC1|BV05S1J2.2"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28639	ENSG00000211751	OTTHUMG00000190609	uc064ita.1	M12887	NG_001333		P01850	3860845					186930									TRBC1								
HGNC:12157	TRBC2	T cell receptor beta constant 2	other	T cell receptor gene	Approved	7q34	07q34	TCRBC2				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28638	ENSG00000211772	OTTHUMG00000158912	uc064itq.1	M12888	NG_001333		A0A5B9	"3860845|8951372"					615445									TRBC2								
HGNC:12158	TRBD1	T cell receptor beta diversity 1	other	T cell receptor gene	Approved	7q34	07q34	TCRBD1				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28637	ENSG00000282431	OTTHUMG00000190602	uc284qei.1	X00936	NG_001333			8650574					615447									TRBD1								
HGNC:12159	TRBD2	T cell receptor beta diversity 2	other	T cell receptor gene	Approved	7q34	07q34	TCRBD2				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28636				X02987	NG_001333			8650574					615448									TRBD2								
HGNC:12162	TRBJ1-1	T cell receptor beta joining 1-1	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ11|TCRBJ1S1"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28635	ENSG00000282320	OTTHUMG00000190603	uc284qej.1	X00936	NG_001333			8650574														TRBJ1-1								
HGNC:12163	TRBJ1-2	T cell receptor beta joining 1-2	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ12|TCRBJ1S2"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28634	ENSG00000282420	OTTHUMG00000190604	uc284qek.1	X00936	NG_001333			8650574														TRBJ1-2								
HGNC:12164	TRBJ1-3	T cell receptor beta joining 1-3	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ13|TCRBJ1S3"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28633	ENSG00000282133	OTTHUMG00000190605	uc284qbl.1	M14158	NG_001333			8650574														TRBJ1-3								
HGNC:12165	TRBJ1-4	T cell receptor beta joining 1-4	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ14|TCRBJ1S4"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28632	ENSG00000281958	OTTHUMG00000190606	uc284qbm.1	M14158	NG_001333			8650574														TRBJ1-4								
HGNC:12166	TRBJ1-5	T cell receptor beta joining 1-5	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ15|TCRBJ1S5"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28631	ENSG00000282173	OTTHUMG00000190607	uc284qbn.1	M14158	NG_001333			8650574														TRBJ1-5								
HGNC:12167	TRBJ1-6	T cell receptor beta joining 1-6	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ16|TCRBJ1S6"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28630	ENSG00000282780	OTTHUMG00000190608	uc284qeo.1	M14158	NG_001333			8650574														TRBJ1-6								
HGNC:12168	TRBJ2-1	T cell receptor beta joining 2-1	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ21|TCRBJ2S1"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28629	ENSG00000211764	OTTHUMG00000158918	uc064iti.1	X02987	NG_001333			8650574														TRBJ2-1								
HGNC:12169	TRBJ2-2	T cell receptor beta joining 2-2	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ22|TCRBJ2S2"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28628	ENSG00000211765	OTTHUMG00000158870	uc064itj.1	X02987	NG_001333			8650574														TRBJ2-2								
HGNC:12170	TRBJ2-2P	T cell receptor beta joining 2-2P (non-functional)	other	T cell receptor gene	Approved	7q34	07q34	TRBJ22P				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28627	ENSG00000211766	OTTHUMG00000158876	uc064itk.1	X02987	NG_001333			8650574														TRBJ2-2P								
HGNC:12171	TRBJ2-3	T cell receptor beta joining 2-3	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ23|TCRBJ2S3"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28626	ENSG00000211767	OTTHUMG00000158896	uc064itl.1	X02987	NG_001333			8650574														TRBJ2-3								
HGNC:12172	TRBJ2-4	T cell receptor beta joining 2-4	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ24|TCRBJ2S4"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28625	ENSG00000211768	OTTHUMG00000158888	uc064itm.1	X02987	NG_001333			8650574														TRBJ2-4								
HGNC:12173	TRBJ2-5	T cell receptor beta joining 2-5	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ25|TCRBJ2S5"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28624	ENSG00000211769	OTTHUMG00000158874	uc064itn.1	X02987	NG_001333			8650574														TRBJ2-5								
HGNC:12174	TRBJ2-6	T cell receptor beta joining 2-6	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ26|TCRBJ2S6"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28623	ENSG00000211770	OTTHUMG00000158913	uc064ito.1	X02987	NG_001333			8650574														TRBJ2-6								
HGNC:12175	TRBJ2-7	T cell receptor beta joining 2-7	other	T cell receptor gene	Approved	7q34	07q34	"TRBJ27|TCRBJ2S7"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28622	ENSG00000211771	OTTHUMG00000158906	uc064itp.1	M14159	NG_001333			8650574														TRBJ2-7								
HGNC:12195	TRBV2	T cell receptor beta variable 2	other	T cell receptor gene	Approved	7q34	07q34	"TCRBV22S1A2N1T|TCRBV2S1"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28620	ENSG00000226660	OTTHUMG00000158532	uc033ajr.2	L36092	NG_001333			8650574														TRBV2								
HGNC:12212	TRBV3-1	T cell receptor beta variable 3-1	other	T cell receptor gene	Approved	7q34	07q34	"TRBV31|TCRBV3S1|TCRBV9S1A1T"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28619	ENSG00000237702	OTTHUMG00000158526	uc022amz.3	U07977	NG_001333			8650574														TRBV3-1								
HGNC:12215	TRBV4-1	T cell receptor beta variable 4-1	other	T cell receptor gene	Approved	7q34	07q34	"TRBV41|TCRBV4S1|TCRBV7S1A1N2T|BV07S1J2.7"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28617	ENSG00000211710	OTTHUMG00000158522	uc003vxg.5	U07977	NG_001333			8650574														TRBV4-1								
HGNC:12216	TRBV4-2	T cell receptor beta variable 4-2	other	T cell receptor gene	Approved	7q34	07q34	"TRBV42|TCRBV4S2|TCRBV7S3A2T"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28616	ENSG00000211745	OTTHUMG00000158525	uc003vxp.6	U07975	NG_001333			8650574														TRBV4-2								
HGNC:12218	TRBV5-1	T cell receptor beta variable 5-1	other	T cell receptor gene	Approved	7q34	07q34	"TRBV51|TCRBV5S1|TCRBV5S1A1T"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28614	ENSG00000211734	OTTHUMG00000158520	uc033ajs.2	L36092	NG_001333			8650574														TRBV5-1								
HGNC:12220	TRBV5-3	T cell receptor beta variable 5-3 (non-functional)	other	T cell receptor gene	Approved	7q34	07q34	"TRBV53|TCRBV5S3|TCRBV5S5P"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28612	ENSG00000211715	OTTHUMG00000158510	uc033akp.2	X61439	NG_001333			8650574														TRBV5-3								
HGNC:12221	TRBV5-4	T cell receptor beta variable 5-4	other	T cell receptor gene	Approved	7q34	07q34	"TRBV54|TCRBV5S4|TCRBV5S6A3N2T"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28611	ENSG00000230099	OTTHUMG00000158524	uc033alh.2	L36092	NG_001333			8650574														TRBV5-4								
HGNC:12222	TRBV5-5	T cell receptor beta variable 5-5	other	T cell receptor gene	Approved	7q34	07q34	"TRBV55|TCRBV5S3A2T|TCRBV5S5"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28610	ENSG00000211725	OTTHUMG00000158512	uc033aln.2	L36092	NG_001333			8650574														TRBV5-5								
HGNC:12223	TRBV5-6	T cell receptor beta variable 5-6	other	T cell receptor gene	Approved	7q34	07q34	"TRBV56|TCRBV5S2|TCRBV5S6"	T-cell receptor beta chain V region CTL-L17 -like			T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28609	ENSG00000211728	OTTHUMG00000158873	uc033als.2	L36092	NG_001333			8650574														TRBV5-6								
HGNC:12224	TRBV5-7	T cell receptor beta variable 5-7 (non-functional)	other	T cell receptor gene	Approved	7q34	07q34	"TRBV57|TCRBV5S7|TCRBV5S7P"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28608	ENSG00000211731	OTTHUMG00000158897	uc064ism.1	L36092	NG_001333			8650574														TRBV5-7								
HGNC:12226	TRBV6-1	T cell receptor beta variable 6-1	other	T cell receptor gene	Approved	7q34	07q34	"TRBV61|TCRBV13S3|TCRBV6S1"	T-cell receptor beta chain V region C5 -like			T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28606	ENSG00000211706	OTTHUMG00000158531	uc033ajw.2	X61446	NG_001333			8650574														TRBV6-1								
HGNC:12227	TRBV6-2	T cell receptor beta variable 6-2 (gene/pseudogene)	other	T cell receptor gene	Approved	7q34	07q34	"TRBV62|TCRBV13S2A1T|TCRBV6S2"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28605	ENSG00000283063	OTTHUMG00000191598	uc284qcf.1	X61445	NG_001333			8650574														TRBV6-2								
HGNC:12229	TRBV6-4	T cell receptor beta variable 6-4	other	T cell receptor gene	Approved	7q34	07q34	"TRBV64|TCRBV13S5|TCRBV6S4"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28603	ENSG00000211713	OTTHUMG00000158533	uc033akl.2	X61653	NG_001333			8650574														TRBV6-4								
HGNC:12230	TRBV6-5	T cell receptor beta variable 6-5	other	T cell receptor gene	Approved	7q34	07q34	"TRBV65|TCRBV13S1|TCRBV6S5"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28602	ENSG00000211721	OTTHUMG00000158519	uc064isk.1	L36092	NG_001333			8650574														TRBV6-5								
HGNC:12231	TRBV6-6	T cell receptor beta variable 6-6	other	T cell receptor gene	Approved	7q34	07q34	"TRBV66|TCRBV13S6A2T|TCRBV6S6"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28601	ENSG00000211724	OTTHUMG00000158509	uc033alj.2	L36092	NG_001333			8650574														TRBV6-6								
HGNC:12232	TRBV6-7	T cell receptor beta variable 6-7 (non-functional)	other	T cell receptor gene	Approved	7q34	07q34	"TRBV67|TCRBV13S8P|TCRBV6S7"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28600	ENSG00000253188	OTTHUMG00000158511	uc033alo.2	L36092	NG_001333			8650574														TRBV6-7								
HGNC:12233	TRBV6-8	T cell receptor beta variable 6-8	other	T cell receptor gene	Approved	7q34	07q34	"TRBV68|TCRBV13S7P|TCRBV6S8"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28599	ENSG00000253534	OTTHUMG00000158916	uc033alu.2	L36092	NG_001333			8650574														TRBV6-8								
HGNC:12235	TRBV7-1	T cell receptor beta variable 7-1 (non-functional)	other	T cell receptor gene	Approved	7q34	07q34	"TRBV71|TCRBV6S7P|TCRBV7S1"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28597	ENSG00000211707	OTTHUMG00000158529	uc064ish.1	X61444	NG_001333			8650574														TRBV7-1								
HGNC:12236	TRBV7-2	T cell receptor beta variable 7-2	other	T cell receptor gene	Approved	7q34	07q34	"TRBV72|TCRBV6S5A1N1|TCRBV7S2"	T-cell receptor beta chain V region			T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28596	ENSG00000282939	OTTHUMG00000191599	uc284qci.1	X61442	NG_001333			8650574														TRBV7-2								
HGNC:12237	TRBV7-3	T cell receptor beta variable 7-3	other	T cell receptor gene	Approved	7q34	07q34	"TRBV73|TCRBV6S1A1N1|TCRBV7S3"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28595	ENSG00000211714	OTTHUMG00000158528	uc033ako.2	X61440	NG_001333			8650574														TRBV7-3								
HGNC:12238	TRBV7-4	T cell receptor beta variable 7-4 (gene/pseudogene)	other	T cell receptor gene	Approved	7q34	07q34	"TRBV74|TCRBV6S8A2T|TCRBV7S4"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28594	ENSG00000253409	OTTHUMG00000158508	uc033alg.2	L36092	NG_001333			8650574														TRBV7-4								
HGNC:12240	TRBV7-6	T cell receptor beta variable 7-6	other	T cell receptor gene	Approved	7q34	07q34	"TRBV76|TCRBV6S3A1N1T|TCRBV7S6"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28592	ENSG00000211727	OTTHUMG00000158882	uc033alp.2	L36092	NG_001333			8650574														TRBV7-6								
HGNC:12241	TRBV7-7	T cell receptor beta variable 7-7	other	T cell receptor gene	Approved	7q34	07q34	"TRBV77|TCRBV6S6A2T|TCRBV7S7"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28591	ENSG00000253291	OTTHUMG00000158872	uc064isl.1	L36092	NG_001333			8650574														TRBV7-7								
HGNC:12243	TRBV7-9	T cell receptor beta variable 7-9	other	T cell receptor gene	Approved	7q34	07q34	"TRBV79|TCRBV6S4A1|TCRBV7S9"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28589	ENSG00000278030	OTTHUMG00000188552	uc033aly.2	L36092	NG_001333			8650574														TRBV7-9								
HGNC:12246	TRBV9	T cell receptor beta variable 9	other	T cell receptor gene	Approved	7q34	07q34	"TCRBV1S1A1N1|TCRBV9S1"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28586	ENSG00000211716	OTTHUMG00000158527	uc033akq.2	L36092	NG_001333			8650574														TRBV9								
HGNC:12177	TRBV10-1	T cell receptor beta variable 10-1(gene/pseudogene)	other	T cell receptor gene	Approved	7q34	07q34	"TRBV101|TCRBV10S1|TCRBV12S2A1T|TCRBV12S2"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28585	ENSG00000211717	OTTHUMG00000158514	uc064isi.1	U17050	NG_001333			8650574														TRBV10-1								
HGNC:12178	TRBV10-2	T cell receptor beta variable 10-2	other	T cell receptor gene	Approved	7q34	07q34	"TRBV102|TCRBV10S2|TCRBV12S3"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28584	ENSG00000229769	OTTHUMG00000158535	uc064isj.1	U17049	NG_001333			8650574														TRBV10-2								
HGNC:12179	TRBV10-3	T cell receptor beta variable 10-3	other	T cell receptor gene	Approved	7q34	07q34	"TRBV103|TCRBV10S3|TCRBV12S1A1N2"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28583	ENSG00000275791	OTTHUMG00000188554	uc064iso.1	U03115	NG_001333			8650574														TRBV10-3								
HGNC:12180	TRBV11-1	T cell receptor beta variable 11-1	other	T cell receptor gene	Approved	7q34	07q34	"TRBV111|TCRBV11S1|TCRBV21S1"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28582	ENSG00000211720	OTTHUMG00000158505	uc033akx.2	M33233	NG_001333			8650574														TRBV11-1								
HGNC:12181	TRBV11-2	T cell receptor beta variable 11-2	other	T cell receptor gene	Approved	7q34	07q34	"TRBV112|TCRBV11S2|TCRBV21S3A2N2T"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28581	ENSG00000241657	OTTHUMG00000158536	uc033alb.2	L36092	NG_001333			8650574											PGOHUM00000233035			TRBV11-2								
HGNC:12182	TRBV11-3	T cell receptor beta variable 11-3	other	T cell receptor gene	Approved	7q34	07q34	"TRBV113|TCRBV11S3|TCRBV21S2A2"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28580	ENSG00000276597	OTTHUMG00000188555	uc033amc.2	M33234	NG_001333			8650574														TRBV11-3								
HGNC:12185	TRBV12-3	T cell receptor beta variable 12-3	other	T cell receptor gene	Approved	7q34	07q34	"TRBV123|TCRBV12S3|TCRBV8S1"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28577	ENSG00000274752	OTTHUMG00000188556	uc064isp.1	X07192	NG_001333		P01733	8650574		RGD:6493911												TRBV12-3								
HGNC:12186	TRBV12-4	T cell receptor beta variable 12-4	other	T cell receptor gene	Approved	7q34	07q34	"TRBV124|TCRBV12S4|TCRBV8S2A1T"				T cell receptor beta locus at 7q34	372	2000-05-15		2017-12-06	2017-12-06	28576	ENSG00000276953	OTTHUMG00000188557	uc033amf.2	K02546	NG_001333			8650574														TRBV12-4								
